word,pos,total,articles
アンネ,名詞,10,6
出国,名詞,10,10
集まる,動詞,10,8
財政,名詞,10,9
出かける,動詞,10,9
エステ,名詞,10,10
圧力,名詞,10,8
作曲,名詞,10,8
深める,動詞,10,10
状況,名詞,10,7
院,名詞,10,7
フェルト,名詞,10,7
指摘,名詞,10,7
義母,名詞,10,7
寄宿,名詞,10,8
尽力,名詞,10,10
反発,名詞,10,9
助言,名詞,10,9
尊敬,名詞,10,10
野心,名詞,10,9
寄付,名詞,10,8
頻繁,名詞,10,10
ユダヤ,名詞,10,4
専攻,名詞,10,9
選挙,名詞,10,7
南,名詞,10,9
リンク,名詞,10,10
発行,名詞,10,9
リリアン,名詞,10,3
広い,形容詞,10,10
容姿,名詞,10,8
侍女,名詞,10,8
同情,名詞,10,9
有力,名詞,10,9
ロレーヌ,名詞,10,6
発作,名詞,10,10
癌,名詞,10,10
評判,名詞,10,10
末弟,名詞,10,10
寡婦,名詞,10,9
部屋,名詞,10,8
催す,動詞,10,10
交わす,動詞,10,10
危険,名詞,10,8
加える,動詞,10,9
盛大,名詞,10,9
レディ,名詞,10,10
投獄,名詞,10,7
決まる,動詞,10,8
ネパール,名詞,10,4
こなす,動詞,10,7
血友病,名詞,10,6
契約,名詞,9,7
争う,動詞,9,7
義弟,名詞,9,7
奪う,動詞,9,9
ニュース,名詞,9,6
重,名詞,9,9
取得,名詞,9,8
借金,名詞,9,7
捨てる,動詞,9,9
争い,名詞,9,8
再会,名詞,9,8
対面,名詞,9,6
異父,名詞,9,7
祝福,名詞,9,8
不安定,名詞,9,8
予想,名詞,9,8
血筋,名詞,9,7
毎年,名詞,9,9
エジプト,名詞,9,7
つもり,名詞,9,9
状,名詞,9,7
一般,名詞,9,7
ローザンヌ,名詞,9,5
筋,名詞,9,7
布告,名詞,9,8
信じる,動詞,9,9
屋敷,名詞,9,6
音楽家,名詞,9,8
締結,名詞,9,9
自然,名詞,9,7
デビュー,名詞,9,7
市内,名詞,9,8
持ち主,名詞,9,8
代わる,動詞,9,8
声,名詞,9,8
外部,名詞,9,9
至る,動詞,9,6
変わる,動詞,9,8
殺す,動詞,9,8
反乱,名詞,9,7
インド,名詞,9,7
発言,名詞,9,8
コーン,名詞,9,3
義務,名詞,9,6
新婚,名詞,9,9
選出,名詞,9,8
行動,名詞,9,7
ウォール,名詞,9,3
可愛い,形容詞,9,9
食べる,動詞,9,5
準備,名詞,9,7
歩く,動詞,9,7
記録,名詞,9,9
遺伝,名詞,9,7
領主,名詞,9,9
高まる,動詞,9,7
派遣,名詞,9,9
クリスティン,名詞,9,1
フォード,名詞,9,8
テレビ,名詞,9,5
否定,名詞,9,8
抱く,動詞,9,8
困難,名詞,9,9
人柄,名詞,9,8
同性愛,名詞,9,9
警備,名詞,9,3
激怒,名詞,9,8
婿,名詞,9,9
ベルク,名詞,9,8
同意,名詞,9,8
終える,動詞,9,5
耐える,動詞,9,8
乗る,動詞,9,6
庇護,名詞,9,9
ミル,名詞,9,7
余り,名詞,9,8
早い,形容詞,9,9
気持ち,名詞,9,5
絵画,名詞,9,8
療養,名詞,9,7
動物,名詞,9,5
暴露,名詞,9,7
探す,動詞,9,9
交渉,名詞,9,7
もたらす,動詞,9,9
ピエール,名詞,9,9
男系,名詞,9,8
運ぶ,動詞,9,7
アンドルー,名詞,9,5
環境,名詞,9,6
改正,名詞,9,9
実弟,名詞,9,9
復位,名詞,9,7
スキー,名詞,9,5
秘書,名詞,9,6
合意,名詞,9,7
迫る,動詞,9,8
委員,名詞,9,4
幽閉,名詞,9,6
エリ,名詞,9,9
司教,名詞,9,8
国教,名詞,9,7
連絡,名詞,9,8
約束,名詞,9,8
記事,名詞,8,5
占星術,名詞,8,1
モデル,名詞,8,7
ロッジ,名詞,8,6
列席,名詞,8,7
辞退,名詞,8,6
切る,動詞,8,5
付属,名詞,8,7
厳格,名詞,8,8
王冠,名詞,8,6
訴える,動詞,8,8
双方,名詞,8,5
厳しい,形容詞,8,8
訓練,名詞,8,6
熱狂,名詞,8,7
うえ,名詞,8,7
及ぶ,動詞,8,8
周年,名詞,8,8
見える,動詞,8,4
責任,名詞,8,8
用意,名詞,8,7
三女,名詞,8,8
告げる,動詞,8,7
表明,名詞,8,8
マックス,名詞,8,2
西ドイツ,名詞,8,6
親子,名詞,8,7
ラジオ,名詞,8,6
出入り,名詞,8,8
毒殺,名詞,8,8
北,名詞,8,8
訪日,名詞,8,3
気に入る,動詞,8,8
位置,名詞,8,8
同国,名詞,8,6
受賞,名詞,8,6
医療,名詞,8,6
先祖,名詞,8,8
住民,名詞,8,6
襲爵,名詞,8,5
諸国,名詞,8,7
評価,名詞,8,6
近親,名詞,8,8
交流,名詞,8,7
執筆,名詞,8,8
取り戻す,動詞,8,8
不貞,名詞,8,5
体重,名詞,8,7
混乱,名詞,8,3
生後,名詞,8,8
薨去,名詞,8,6
児,名詞,8,7
ボリス,名詞,8,3
一切,名詞,8,5
ロベルト,名詞,8,8
注ぐ,動詞,8,6
南アフリカ,名詞,8,5
ロマノフ,名詞,8,4
あいだ,名詞,8,7
戦死,名詞,8,8
改める,動詞,8,8
悩ます,動詞,8,8
患者,名詞,8,5
署名,名詞,8,7
本人,名詞,8,8
アルフレッド,名詞,8,6
デカルト,名詞,8,1
繰り返す,動詞,8,7
ヒトラー,名詞,8,4
恋人,名詞,8,7
授与,名詞,8,7
様子,名詞,8,5
嫉妬,名詞,8,6
断絶,名詞,8,7
権利,名詞,8,7
直後,名詞,8,7
築く,動詞,8,8
姓,名詞,8,7
都市,名詞,8,8
サリー,名詞,8,6
期間,名詞,8,7
とどまる,動詞,8,8
帝都,名詞,8,1
帰す,動詞,8,7
忠告,名詞,8,5
フィリップス,名詞,8,3
撮影,名詞,8,6
欠席,名詞,8,6
相当,名詞,8,7
職,名詞,8,8
祖国,名詞,8,8
ナポリ,名詞,8,4
ハイデルベルク,名詞,8,5
所属,名詞,8,7
アフリカ,名詞,8,7
発展,名詞,8,8
クリミア,名詞,8,4
達す,動詞,8,7
露,名詞,8,5
相談,名詞,8,8
キロ,名詞,8,5
打診,名詞,8,8
遠縁,名詞,8,8
ハー,名詞,8,4
慰める,動詞,8,4
領内,名詞,8,7
将校,名詞,8,6
相次ぐ,動詞,8,8
実質,名詞,8,8
実行,名詞,8,8
運営,名詞,8,7
実権,名詞,8,8
神,名詞,8,6
祝賀,名詞,8,6
除く,動詞,8,4
開始,名詞,8,8
バレエ,名詞,8,8
開催,名詞,8,6
忘れる,動詞,8,7
巡る,動詞,8,5
庭園,名詞,8,7
復帰,名詞,8,5
自殺,名詞,8,8
大衆,名詞,8,6
後援,名詞,8,8
正教会,名詞,8,7
エイズ,名詞,8,1
監禁,名詞,8,7
敗れる,動詞,8,8
飛行機,名詞,8,8
失脚,名詞,8,8
文学,名詞,8,8
大臣,名詞,8,4
セルビア,名詞,8,4
ジャーナリスト,名詞,8,4
ショック,名詞,8,6
ザール,名詞,8,6
弁護士,名詞,8,6
ジョーンズ,名詞,8,4
青年,名詞,8,8
ベラ,名詞,8,4
最高,名詞,8,6
廃止,名詞,8,8
めぐる,動詞,8,8
将軍,名詞,7,6
視,名詞,7,6
慣習,名詞,7,5
義姉,名詞,7,7
両方,名詞,7,7
リュクサンブール,名詞,7,6
結核,名詞,7,6
グレイ,名詞,7,3
領土,名詞,7,7
ケリー,名詞,7,5
貴方,名詞,7,3
両国,名詞,7,6
美術,名詞,7,6
転々,名詞,7,7
最中,名詞,7,7
一生,名詞,7,6
引き継ぐ,動詞,7,7
取り上げる,動詞,7,5
加わる,動詞,7,7
両家,名詞,7,7
スポーツ,名詞,7,6
重ねる,動詞,7,7
引き起こす,動詞,7,7
絆,名詞,7,6
別れる,動詞,7,6
寝室,名詞,7,5
別れ,名詞,7,6
弱い,形容詞,7,7
監獄,名詞,7,6
対抗,名詞,7,7
ジュール,名詞,7,6
王政,名詞,7,5
初,名詞,7,7
対象,名詞,7,6
ステ,名詞,7,7
リエ,名詞,7,7
血統,名詞,7,7
移送,名詞,7,7
児童,名詞,7,7
叙,名詞,7,6
発症,名詞,7,7
情事,名詞,7,6
一番,名詞,7,4
入り,名詞,7,7
関与,名詞,7,5
適齢,名詞,7,6
要請,名詞,7,6
反抗,名詞,7,7
分野,名詞,7,7
シンプソン,名詞,7,1
身長,名詞,7,6
ほしい,形容詞,7,4
ラ,名詞,7,7
ロ,名詞,7,6
不満,名詞,7,7
西,名詞,7,7
印象,名詞,7,6
思想,名詞,7,5
怒る,動詞,7,7
チャリティー,名詞,7,7
配慮,名詞,7,6
勢力,名詞,7,7
チェコ,名詞,7,6
資金,名詞,7,7
出会い,名詞,7,5
服装,名詞,7,5
高齢,名詞,7,7
医,名詞,7,3
維持,名詞,7,5
お気に入り,名詞,7,7
髪,名詞,7,6
午前,名詞,7,4
匿う,動詞,7,7
内容,名詞,7,7
レビ,名詞,7,1
建築,名詞,7,7
勉強,名詞,7,4
世界中,名詞,7,5
収める,動詞,7,7
トランプ,名詞,7,2
贅沢,名詞,7,6
親交,名詞,7,7
悲しむ,動詞,7,7
継続,名詞,7,7
悲しみ,名詞,7,6
居館,名詞,7,7
ルンペン,名詞,7,6
役目,名詞,7,6
直系,名詞,7,7
登場,名詞,7,7
言動,名詞,7,6
励ます,動詞,7,6
生,名詞,7,6
コンラート,名詞,7,1
コート,名詞,7,3
暮れる,動詞,7,7
共産,名詞,7,6
邦,名詞,7,6
デザイン,名詞,7,5
海岸,名詞,7,5
手元,名詞,7,7
もらう,動詞,7,6
背,名詞,7,7
交通,名詞,7,2
フォンテーヌ,名詞,7,7
比べる,動詞,7,6
隠れる,動詞,7,7
狩猟,名詞,7,7
疑う,動詞,7,7
人生,名詞,7,4
隠す,動詞,7,6
提案,名詞,7,7
提供,名詞,7,7
描く,動詞,7,7
とも,名詞,7,6
オペラ,名詞,7,6
接す,動詞,7,4
ピアノ,名詞,7,6
私生活,名詞,7,6
謁見,名詞,7,7
オーストラリア,名詞,7,3
排除,名詞,7,7
構成,名詞,7,6
進学,名詞,7,6
礼,名詞,7,5
病死,名詞,7,7
なさる,動詞,7,5
互い,名詞,7,6
新聞,名詞,7,6
施す,動詞,7,6
真実,名詞,7,3
問う,動詞,7,6
祖先,名詞,7,4
症状,名詞,7,6
低い,形容詞,7,6
今度,名詞,7,7
カンタベリー,名詞,7,7
異常,名詞,7,7
飾る,動詞,7,5
外孫,名詞,7,7
変える,動詞,7,7
舞台,名詞,7,5
声明,名詞,7,4
ただ,名詞,7,7
墺,名詞,7,7
知事,名詞,7,4
大きい,形容詞,7,7
だす,動詞,7,6
退去,名詞,7,6
大半,名詞,7,6
会員,名詞,7,5
会見,名詞,7,4
会話,名詞,7,7
歌,名詞,7,6
知性,名詞,7,7
通じる,動詞,7,7
ウッド,名詞,7,2
伝記,名詞,7,6
追悼,名詞,7,5
その間,名詞,7,7
失望,名詞,7,7
腕,名詞,7,5
介入,名詞,7,6
つとめる,動詞,7,7
地域,名詞,7,7
母子,名詞,7,7
フリート,名詞,7,1
フランドル,名詞,7,6
検討,名詞,7,7
銀行,名詞,7,6
主教,名詞,7,7
同日,名詞,7,7
ハス,名詞,7,3
払う,動詞,7,6
側近,名詞,7,5
同棲,名詞,7,7
モハメド,名詞,7,1
看病,名詞,7,6
家門,名詞,7,6
ハイム,名詞,7,6
植民,名詞,7,6
試みる,動詞,7,6
家柄,名詞,7,5
込める,動詞,7,7
キス,名詞,7,4
祖父母,名詞,7,7
率いる,動詞,7,7
玄孫,名詞,7,6
聖書,名詞,7,4
乗馬,名詞,7,7
家督,名詞,7,7
含める,動詞,7,6
傍系,名詞,7,7
拒絶,名詞,7,5
会長,名詞,6,5
知的,名詞,6,6
親しむ,動詞,6,6
放蕩,名詞,6,4
扱う,動詞,6,5
無くなる,動詞,6,3
質素,名詞,6,6
ウラジーミル,名詞,6,2
承諾,名詞,6,6
診察,名詞,6,5
乗り気,名詞,6,5
紛争,名詞,6,5
傲慢,名詞,6,6
わかる,動詞,6,6
改善,名詞,6,6
数々,名詞,6,6
拡大,名詞,6,6
中立,名詞,6,6
ジャーナリズム,名詞,6,3
教,名詞,6,5
看取る,動詞,6,6
許し,名詞,6,5
初期,名詞,6,6
初孫,名詞,6,5
生きる,動詞,6,6
強制,名詞,6,5
戦時,名詞,6,5
強引,名詞,6,6
敗戦,名詞,6,6
旧名,名詞,6,6
列車,名詞,6,3
イングリッド,名詞,6,4
付き,名詞,6,5
手腕,名詞,6,5
見込み,名詞,6,6
称賛,名詞,6,5
当局,名詞,6,5
救出,名詞,6,4
件,名詞,6,6
教授,名詞,6,4
視察,名詞,6,2
アーネスト,名詞,6,4
徳,名詞,6,3
ウェディング,名詞,6,4
クロアチア,名詞,6,3
出奔,名詞,6,3
精力,名詞,6,6
あだ名,名詞,6,6
演説,名詞,6,4
祝宴,名詞,6,6
日生,名詞,6,2
答える,動詞,6,4
隊,名詞,6,2
溺愛,名詞,6,6
無言,名詞,6,1
性的,名詞,6,6
確認,名詞,6,6
兵士,名詞,6,4
現れる,動詞,6,5
話せる,動詞,6,6
立ち会う,動詞,6,6
相応しい,形容詞,6,6
挙行,名詞,6,5
世論,名詞,6,3
促す,動詞,6,5
保守,名詞,6,6
湖畔,名詞,6,6
俳優,名詞,6,5
二女,名詞,6,6
章,名詞,6,4
修了,名詞,6,4
カーネギー,名詞,6,2
日々,名詞,6,4
事情,名詞,6,6
ガリ,名詞,6,3
警察,名詞,6,3
神学,名詞,6,6
冠す,動詞,6,6
証拠,名詞,6,4
目立つ,動詞,6,6
今後,名詞,6,3
コレクション,名詞,6,6
抱える,動詞,6,6
冷淡,名詞,6,6
キエフ,名詞,6,1
仁,名詞,6,3
慣れる,動詞,6,5
エラ,名詞,6,3
文書,名詞,6,4
支払う,動詞,6,5
貴婦人,名詞,6,6
長期,名詞,6,5
讃える,動詞,6,6
明かす,動詞,6,5
賓客,名詞,6,4
解任,名詞,6,4
明るい,形容詞,6,6
破局,名詞,6,4
料,名詞,6,5
意識,名詞,6,6
不明,名詞,6,6
貴女,名詞,6,1
私的,名詞,6,6
段階,名詞,6,5
教会堂,名詞,6,3
ナチ,名詞,6,4
生存,名詞,6,5
トー,名詞,6,5
小説,名詞,6,5
美男,名詞,6,4
衝撃,名詞,6,6
ビラ,名詞,6,3
願う,動詞,6,5
病む,動詞,6,5
取り決める,動詞,6,6
肺結核,名詞,6,5
リッチモンド,名詞,6,5
嫌悪,名詞,6,6
ドル,名詞,6,5
行なう,動詞,6,6
驚く,動詞,6,5
リー,名詞,6,5
軍艦,名詞,6,6
気付く,動詞,6,4
テロ,名詞,6,2
配偶,名詞,6,5
巻き込む,動詞,6,6
巨額,名詞,6,5
活発,名詞,6,6
洗練,名詞,6,6
部分,名詞,6,5
機会,名詞,6,6
遺児,名詞,6,5
民衆,名詞,6,3
友達,名詞,6,3
デル,名詞,6,6
遺骨,名詞,6,5
国境,名詞,6,5
トラップ,名詞,6,1
肺炎,名詞,6,6
パーティ,名詞,6,3
フラット,名詞,6,2
専念,名詞,6,6
華やか,名詞,6,6
家名,名詞,6,5
植物,名詞,6,4
癖,名詞,6,5
遇,名詞,6,6
案内,名詞,6,2
落ち着く,動詞,6,6
実,名詞,6,6
名目,名詞,6,6
過去,名詞,6,5
呼称,名詞,6,3
騎兵,名詞,6,4
メンバー,名詞,6,3
決意,名詞,6,5
呼び寄せる,動詞,6,6
ハンス,名詞,6,6
ハワード,名詞,6,4
枢密院,名詞,6,5
密か,名詞,6,6
近衛,名詞,6,5
可愛がる,動詞,6,6
対照,名詞,6,6
史,名詞,6,5
寝る,動詞,6,4
富豪,名詞,6,5
孤立,名詞,6,6
学位,名詞,6,5
同伴,名詞,6,5
男女,名詞,6,6
極秘,名詞,6,2
ノーベル,名詞,6,4
見方,名詞,6,5
生誕,名詞,6,3
派手,名詞,6,6
反す,動詞,6,6
帯びる,動詞,6,6
奔走,名詞,6,6
幾度,名詞,6,5
床,名詞,6,5
正教,名詞,6,5
絶える,動詞,6,6
座る,動詞,6,5
廃,名詞,6,6
つき,名詞,6,6
ブロー,名詞,6,6
統合,名詞,6,6
統一,名詞,6,5
追跡,名詞,6,1
自動車,名詞,6,4
報告,名詞,6,6
プラハ,名詞,6,4
大司教,名詞,6,5
助ける,動詞,6,4
変更,名詞,6,4
劇場,名詞,6,6
死刑,名詞,6,3
高校,名詞,6,4
弟妹,名詞,6,6
刻む,動詞,6,6
自覚,名詞,6,6
やってくる,動詞,6,5
増える,動詞,6,4
赴任,名詞,6,6
養女,名詞,6,6
幼年,名詞,6,6
ブランド,名詞,6,4
ローマ帝国,名詞,6,6
在学,名詞,6,5
複数,名詞,6,6
在住,名詞,6,6
半分,名詞,6,6
通称,名詞,6,5
化粧,名詞,6,4
かねる,動詞,6,6
重傷,名詞,6,5
年長,名詞,6,6
学問,名詞,5,3
機関,名詞,5,4
詩,名詞,5,4
文芸,名詞,5,4
救う,動詞,5,4
啓蒙,名詞,5,3
航空,名詞,5,4
女系,名詞,5,2
改名,名詞,5,5
任せる,動詞,5,5
指揮,名詞,5,5
疎遠,名詞,5,5
族,名詞,5,4
企む,動詞,5,4
敬愛,名詞,5,5
信頼,名詞,5,5
措置,名詞,5,5
肉体,名詞,5,3
押し切る,動詞,5,5
変化,名詞,5,2
実子,名詞,5,5
国連,名詞,5,5
文献,名詞,5,4
知らせる,動詞,5,4
死因,名詞,5,5
聞き入れる,動詞,5,4
敗北,名詞,5,3
特免,名詞,5,4
命,名詞,5,4
能力,名詞,5,4
定住,名詞,5,4
田舎,名詞,5,5
命日,名詞,5,5
女の子,名詞,5,4
脱出,名詞,5,5
和平,名詞,5,5
物語,名詞,5,3
欲しい,形容詞,5,5
夢,名詞,5,4
安定,名詞,5,5
肺,名詞,5,4
自動的,名詞,5,4
推す,動詞,5,4
樹立,名詞,5,5
短い,形容詞,5,5
図る,動詞,5,5
苦境,名詞,5,4
国会,名詞,5,3
破棄,名詞,5,4
接する,動詞,5,4
控えめ,名詞,5,4
短期間,名詞,5,5
実業,名詞,5,5
横,名詞,5,4
改装,名詞,5,5
短気,名詞,5,4
奉仕,名詞,5,3
契機,名詞,5,4
料理,名詞,5,2
破綻,名詞,5,5
推進,名詞,5,5
侍医,名詞,5,5
気候,名詞,5,5
熱烈,名詞,5,5
振る,動詞,5,2
指示,名詞,5,4
独り暮らし,名詞,5,1
姉たち,名詞,5,5
喪失,名詞,5,5
堅苦しい,形容詞,5,5
止める,動詞,5,4
基金,名詞,5,5
嘆く,動詞,5,5
数学,名詞,5,5
確信,名詞,5,2
振る舞い,名詞,5,5
色,名詞,5,4
基本,名詞,5,3
正統,名詞,5,4
次期,名詞,5,5
回想,名詞,5,5
着く,動詞,5,5
攻撃,名詞,5,5
抵抗,名詞,5,5
強める,動詞,5,5
実父,名詞,5,4
再開,名詞,5,4
目指す,動詞,5,5
得意,名詞,5,4
襲撃,名詞,5,5
目的,名詞,5,5
普通,名詞,5,4
心理,名詞,5,3
幼児,名詞,5,5
包囲,名詞,5,4
普,名詞,5,5
有利,名詞,5,3
冷める,動詞,5,5
帽子,名詞,5,3
半年,名詞,5,5
緊張,名詞,5,5
後半,名詞,5,5
帰化,名詞,5,5
師事,名詞,5,5
裏,名詞,5,3
篤い,形容詞,5,5
危惧す,動詞,5,4
未成年,名詞,5,4
崩す,動詞,5,5
恐怖,名詞,5,4
罪,名詞,5,5
競技,名詞,5,2
属する,動詞,5,5
友好,名詞,5,5
深刻,名詞,5,5
生き残る,動詞,5,3
待つ,動詞,5,4
宣告,名詞,5,4
引っ越す,動詞,5,4
利用,名詞,5,4
利益,名詞,5,5
判決,名詞,5,4
判明,名詞,5,5
判断,名詞,5,5
強まる,動詞,5,3
強いる,動詞,5,5
結び,名詞,5,5
制作,名詞,5,5
則る,動詞,5,4
見合い,名詞,5,4
書簡,名詞,5,5
見舞う,動詞,5,4
副官,名詞,5,4
動かす,動詞,5,4
引き離す,動詞,5,5
分析,名詞,5,3
当日,名詞,5,5
曲,名詞,5,5
暴動,名詞,5,3
廷臣,名詞,5,5
努める,動詞,5,5
暴力,名詞,5,5
労働,名詞,5,5
出自,名詞,5,3
出発,名詞,5,5
要人,名詞,5,4
勅,名詞,5,5
悟る,動詞,5,4
生前,名詞,5,4
屈辱,名詞,5,2
禁止,名詞,5,5
対,名詞,5,4
称える,動詞,5,3
旨,名詞,5,3
合流,名詞,5,5
寄り,名詞,5,5
兄たち,名詞,5,5
治める,動詞,5,4
容疑,名詞,5,5
元帥,名詞,5,5
没落,名詞,5,4
耳,名詞,5,4
同調,名詞,5,5
優しい,形容詞,5,3
儀式,名詞,5,4
罹患,名詞,5,5
祭,名詞,5,4
名付け親,名詞,5,5
傷つく,動詞,5,3
債権,名詞,5,2
投票,名詞,5,4
療法,名詞,5,2
抗議,名詞,5,5
備える,動詞,5,5
名代,名詞,5,3
傀儡,名詞,5,5
名門,名詞,5,4
宣戦,名詞,5,4
決定的,名詞,5,4
史上,名詞,5,4
発生,名詞,5,4
来歴,名詞,5,5
血縁,名詞,5,5
温かい,形容詞,5,4
湖,名詞,5,5
尽くす,動詞,5,4
少年,名詞,5,3
少ない,形容詞,5,5
美女,名詞,5,5
収集,名詞,5,5
衣装,名詞,5,3
美智子,名詞,5,2
取り仕切る,動詞,5,5
意,名詞,5,5
街,名詞,5,5
珍しい,形容詞,5,5
意図,名詞,5,4
意志,名詞,5,5
取り巻き,名詞,5,5
王権,名詞,5,4
行為,名詞,5,4
託す,動詞,5,4
群衆,名詞,5,2
演奏,名詞,5,4
穏やか,名詞,5,4
入院,名詞,5,4
慰め,名詞,5,4
射殺,名詞,5,5
専門,名詞,5,5
専用,名詞,5,3
容貌,名詞,5,5
特権,名詞,5,5
食事,名詞,5,5
事前,名詞,5,4
シモン,名詞,5,2
ホワイト,名詞,5,3
カトマンズ,名詞,5,3
退院,名詞,5,5
ローン,名詞,5,2
カリン,名詞,5,1
魅了,名詞,5,5
選手,名詞,5,5
パパ,名詞,5,3
ペニー,名詞,5,1
隠棲,名詞,5,5
ン,名詞,5,4
逃げる,動詞,5,4
カンヌ,名詞,5,5
ベリー,名詞,5,3
ナット,名詞,5,1
遠征,名詞,5,3
豊か,名詞,5,5
乱,名詞,5,4
ヘル,名詞,5,5
トン,名詞,5,3
退ける,動詞,5,4
身ごもる,動詞,5,5
身体,名詞,5,5
いとこ,名詞,5,5
やる,動詞,5,5
ルパート,名詞,5,4
マンハイム,名詞,5,4
返上,名詞,5,2
やめる,動詞,5,5
部隊,名詞,5,4
迫害,名詞,5,4
オタワ,名詞,5,2
述懐,名詞,5,5
ジフテリア,名詞,5,5
錯乱,名詞,5,3
録,名詞,5,5
オックスフォード大学,名詞,5,4
おく,動詞,5,5
追い出す,動詞,5,5
議員,名詞,5,5
順,名詞,5,5
ボート,名詞,5,2
逃亡,名詞,5,5
距離,名詞,5,5
頼る,動詞,5,5
ブルターニュ,名詞,5,4
三昧,名詞,5,5
上げる,動詞,5,5
貢献,名詞,5,5
貧しい,形容詞,5,5
コンサート,名詞,5,5
阻止,名詞,5,3
開会,名詞,5,4
ピーター,名詞,5,2
関連,名詞,5,5
不在,名詞,5,5
そば,名詞,5,4
連邦,名詞,5,5
週末,名詞,5,4
間の子,名詞,5,3
不安,名詞,5,4
賛成,名詞,5,4
グループ,名詞,5,4
間違い,名詞,5,5
しきたり,名詞,5,3
通る,動詞,5,5
限る,動詞,5,4
除去,名詞,5,1
ともなう,動詞,5,4
プロヴァンス,名詞,5,4
逆,名詞,5,5
乗り込む,動詞,5,3
足,名詞,5,4
違法,名詞,5,5
一時期,名詞,5,5
高等,名詞,5,5
ガーター,名詞,5,4
ネス,名詞,5,3
乗せる,動詞,5,4
なくなる,動詞,5,5
院長,名詞,5,5
かまえる,動詞,5,5
願い,名詞,5,4
高位,名詞,5,5
途中,名詞,5,5
負傷,名詞,5,5
主導,名詞,5,4
顧問,名詞,5,4
軟禁,名詞,5,5
譲る,動詞,5,5
醜聞,名詞,5,5
ランド,名詞,5,3
難民,名詞,5,5
リックス,名詞,5,5
諦める,動詞,5,5
他人,名詞,5,3
リヒテンシュタイン,名詞,5,2
ライン,名詞,5,4
インフルエンザ,名詞,5,5
ダニエル,名詞,5,3
重病,名詞,5,5
ミドル,名詞,5,3
セーヌ,名詞,5,5
露見,名詞,5,4
重なる,動詞,5,4
ヨ,名詞,5,4
アカデミー,名詞,5,4
迎賓館,名詞,5,1
ストレス,名詞,5,1
モラル,名詞,5,2
モンテカルロ,名詞,5,4
ラッチ,名詞,5,3
センター,名詞,5,5
付き合う,動詞,5,3
あげる,動詞,5,3
エステル,名詞,5,2
転落,名詞,5,5
仕事,名詞,5,4
スクール,名詞,5,5
各地,名詞,4,4
ブライトン,名詞,4,2
走る,動詞,4,4
正当,名詞,4,4
欠ける,動詞,4,4
ブリ,名詞,4,4
赤軍,名詞,4,4
上手い,形容詞,4,4
科,名詞,4,3
手伝う,動詞,4,4
奔放,名詞,4,4
手放す,動詞,4,4
アルゼンチン,名詞,4,4
私生児,名詞,4,4
つながり,名詞,4,4
ギャンブル,名詞,4,4
クイーン,名詞,4,3
手当,名詞,4,3
歌手,名詞,4,4
飛ぶ,動詞,4,2
衝突,名詞,4,3
見張る,動詞,4,4
膨大,名詞,4,4
一目,名詞,4,4
越える,動詞,4,4
概要,名詞,4,4
見つける,動詞,4,4
病弱,名詞,4,4
超える,動詞,4,4
前日,名詞,4,4
病室,名詞,4,1
矢先,名詞,4,4
前年,名詞,4,4
モンテネグロ,名詞,4,3
既婚,名詞,4,4
大王,名詞,4,4
キャリア,名詞,4,2
前例,名詞,4,4
アルコール,名詞,4,4
散歩,名詞,4,4
模様,名詞,4,4
風,名詞,4,4
敬意,名詞,4,4
キャンペーン,名詞,4,2
陛下,名詞,4,2
とめる,動詞,4,4
正殿,名詞,4,2
キリスト,名詞,4,3
見守る,動詞,4,3
起因,名詞,4,4
一説,名詞,4,4
司式,名詞,4,3
ブレア,名詞,4,1
秩父宮,名詞,4,2
虐待,名詞,4,3
冷遇,名詞,4,4
冷たい,形容詞,4,3
首長,名詞,4,4
観戦,名詞,4,3
種痘,名詞,4,2
断念,名詞,4,2
嫌,名詞,4,2
アンドリュー,名詞,4,2
ヒュー,名詞,4,2
観劇,名詞,4,3
慣例,名詞,4,4
同妃,名詞,4,4
首席,名詞,4,3
同地,名詞,4,4
婚家,名詞,4,4
香港,名詞,4,1
解ける,動詞,4,4
処遇,名詞,4,4
馬術,名詞,4,3
進言,名詞,4,3
間柄,名詞,4,4
パラリンピック,名詞,4,3
孤児,名詞,4,4
同月,名詞,4,4
パレード,名詞,4,4
感想,名詞,4,2
民事,名詞,4,4
気づく,動詞,4,4
冊,名詞,4,4
子育て,名詞,4,3
同時,名詞,4,4
馬,名詞,4,3
民族,名詞,4,3
憎む,動詞,4,3
出,名詞,4,4
瞬く,動詞,4,4
フォーブス,名詞,4,2
親切,名詞,4,4
戦う,動詞,4,3
脚注,名詞,4,4
異なる,動詞,4,4
フィールド,名詞,4,4
親,名詞,4,4
覚える,動詞,4,4
クリスティ,名詞,4,4
食べ物,名詞,4,3
眠る,動詞,4,4
脳,名詞,4,4
大叔母,名詞,4,4
戻す,動詞,4,3
新郎,名詞,4,4
戦,名詞,4,4
歴代,名詞,4,4
同君,名詞,4,3
たつ,動詞,4,4
親権,名詞,4,1
憎悪,名詞,4,4
ピエモンテ,名詞,4,4
程度,名詞,4,4
背景,名詞,4,3
程,名詞,4,4
同乗,名詞,4,4
質問,名詞,4,1
懇願,名詞,4,3
ファ,名詞,4,4
始め,名詞,4,4
成婚,名詞,4,4
クリントン,名詞,4,3
敵対,名詞,4,4
日常,名詞,4,4
イメージ,名詞,4,4
病状,名詞,4,2
