"number","title","pageid","namespace","length","touched"
"513","山下二枝","2244277","","2959","20220609145215"
"514","秋山正子","2244689","","2916","20220515070408"
"515","フェリッサ・ウルフ＝サイモン","2248781","","13057","20220608082847"
"516","千賀愛","2249217","","1587","20200917054822"
"517","鈴木陽子_(医師)","2251272","","2124","20220110031407"
"518","ヨアヒム・ザウアー","2264123","","6878","20220322065516"
"519","窪川かおる","2264451","","2715","20200204045056"
"520","トレイシー・コールドウェル","2268380","","9178","20211124195037"
"521","有賀秀子","2268832","","4066","20200909141749"
"522","三神美和","2270283","","1970","20220110042551"
"523","御崎加代子","2271979","","4743","20210911180204"
"524","大隅典子","2272054","","12330","20220622225121"
"525","キャスリン・C・ソーントン","2272878","","3832","20211219052913"
"526","清水礼子","2279697","","1587","20220604075002"
"527","野火杏子","2280106","","3592","20210804130054"
"528","メイ・ジェミソン","2280305","","26232","20210919152818"
"529","クレア・ウィンザー_(アルスター伯爵夫人)","2287641","","1762","20220111053500"
"530","今泉志奈子","2293434","","2126","20200910130521"
"531","今井むつみ","2293449","","3256","20220623142510"
"532","前沢明枝","2296850","","20030","20220116041451"
"533","松野クララ","2303200","","7380","20211118200534"
"534","青木玲子","2303915","","5979","20200619001245"
"535","アーシュラ・ドロンケ","2309378","","7052","20220419002955"
"536","マリヤ・ギンブタス","2310325","","4755","20211102114928"
"537","鬼澤陽子","2312855","","4583","20200917051514"
"538","杉田弘子_(哲学者)","2315956","","1757","20220411072018"
"539","長谷川美貴","2316992","","1573","20191226103410"
"540","木戸道子","2320268","","2753","20220110034751"
"541","前田京子","2320392","","5143","20180312140409"
"542","佐野史","2321906","","2518","20200204051200"
"543","四日谷敬子","2323837","","2319","20211225134921"
"544","家入葉子","2328534","","2342","20220511083929"
"545","松田たみ子","2328895","","2625","20180915032811"
"546","小板橋喜久代","2330073","","2822","20180914071947"
"547","田渕祥恵","2330564","","2114","20180914135706"
"548","大島美恵子","2330896","","6243","20220614125755"
"549","岩田貴子","2330958","","5158","20220623131540"
"550","小林しのぶ","2331920","","2243","20220228091327"
"551","平川景子","2336560","","1554","20220303115413"
"552","鳥居千代香","2338255","","5178","20220303115551"
"553","池田美恵","2339879","","1996","20220316033813"
"554","徳永瑞子","2343187","","3928","20210317123433"
"555","許貞淑","2345409","","1862","20220501095343"
"556","塚本明子","2348905","","3138","20220615090952"
"557","春日キスヨ","2351355","","1876","20220303091153"
"558","香山リカ_(精神科医)","2351563","","105592","20220618102846"
"559","山本正子","2359013","","1901","20191226105722"
"560","伊藤瑞子","2366682","","6089","20210303133919"
"561","ケイ・パナベイカー","2369271","","19101","20210617035339"
"562","白井常","2369507","","3843","20190717213455"
"563","重野純","2369536","","1802","20201105060809"
"564","新井映子","2376812","","10093","20220205124519"
"565","湯浅年子","2379119","","28401","20220610142439"
"566","舘有紀","2387202","","8035","20220225131412"
"567","千田有紀","2388137","","32039","20220501154350"
"568","ヴァンダナ・シヴァ","2393580","","7758","20220423113335"
"569","山脇由貴子","2397533","","3790","20211117054039"
"570","阿保順子","2411484","","3061","20191116125656"
"571","スーザン・ハーク","2412369","","11807","20220622094133"
"572","野村るり子","2425428","","4032","20220519085629"
"573","前みち子","2427214","","2252","20220303122308"
"574","南裕子_(看護学者)","2436005","","7145","20220616015805"
"575","由本陽子","2442932","","2243","20220524005953"
"576","キャロル・ギリガン","2443351","","10535","20210916051106"
"577","井上和子_(言語学者)","2444800","","5269","20211030235800"
"578","大木聖子","2460568","","7780","20211223122759"
"579","エリーザベト・フォン・デア・プファルツ_(1618-1680)","2463865","","14856","20210410050112"
"580","野村淳子","2468672","","2617","20211214094814"
"581","山咲真由美","2472847","","3792","20200322175154"
"582","マージョリー・スティーブンソン","2480661","","2705","20200908105425"
"583","アンナ・マリア・ファン・シュルマン","2485470","","9005","20220401223453"
"584","ミリアム・シルババーグ","2509256","","3879","20210304100140"
"585","アレクサンドリアのキュリロス","2515437","","26399","20220326053055"
"586","竹中淑子","2519371","","2599","20210831083220"
"587","クララ・イマーヴァール","2523966","","13368","20220607155722"
"588","モード・スライ","2524358","","2242","20211225165110"
"589","林智子","2524702","","1854","20210223080443"
"590","柳奈津子","2524730","","2325","20211202173642"
"591","マチルダ・チャップリン＝エアトン","2528069","","4063","20220504044917"
"592","エリザベス・ギャレット＝アンダースン","2536039","","4932","20211121010937"
"593","マズラン・オスマン","2538785","","1545","20200116202017"
"594","晴香葉子","2539980","","12329","20220618072412"
"595","若森みどり","2548398","","2526","20220619224500"
"596","ンゴジ・オコンジョ・イウェアラ","2556627","","13407","20220608160011"
"597","大野更紗","2562004","","6163","20220303085912"
"598","太田喜久子","2567333","","2006","20180914064256"
"599","羅蕙錫","2572290","","4038","20220501114322"
"600","ハリオット・ハント","2572957","","3325","20220502163652"
"601","ソフィー・ウィルソン","2573234","","17908","20220116101235"
"602","高柳静江","2574669","","3524","20210627052517"
"603","デボラ・タネン","2577924","","5047","20220108053100"
"604","ヒナ・ラッバーニ・カル","2580223","","15879","20220608033458"
"605","関啓子","2582706","","4083","20210313092444"
"606","マーサ・チェイス","2584205","","3177","20170228015917"
"607","小林登志子","2586459","","5389","20210409034350"
"608","境真理子","2588721","","2150","20220604234808"
"609","太田素子","2595063","","2342","20200917051353"
"610","中島由美","2598476","","2665","20200917024106"
"611","キャスリン・コールマン","2599292","","9688","20211124132214"
"612","ジャネット・イエレン","2602060","","23779","20220619133140"
"613","岩宮恵子","2602453","","2175","20220613050016"
"614","永田紅","2603066","","8020","20211227230323"
"615","佐藤淑子","2603879","","1918","20211213114044"
"616","オリガ・ゴロジェツ","2604730","","6261","20220404053556"
"617","飯田朝子","2615297","","4102","20220511083803"
"618","アン・クルーガー","2616334","","6556","20210701083751"
"619","ニコール＝レイヌ・ルポート","2617393","","3692","20220327042323"
"620","馬場禮子","2617498","","3815","20200813154331"
"621","暉峻淑子","2618233","","4800","20220214024019"
"622","中村桃子_(言語学者)","2618923","","3540","20210610084814"
"623","大橋照枝","2620704","","3903","20220303090024"
"624","リディア・ボジョビッチ","2621815","","6014","20181006131943"
"625","エリザベス・ブラックウェル_(植物画家)","2624668","","5609","20220326064318"
"626","ヴァージニア・サティア","2625763","","3097","20211121022011"
"627","橋本紀子","2632769","","3161","20220623133831"
"628","森田伸子","2632821","","2411","20220530092012"
"629","クリスティーナ・ローマー","2633802","","5806","20220119142020"
"630","野口京子_(心理学者)","2637957","","4152","20210117035304"
"631","深沢道子","2638303","","3990","20190813113658"
"632","オデット・バンシロン","2642497","","1588","20210724114121"
"633","ローラ・タイソン","2642676","","8848","20220316005114"
"634","ケイト・セッションズ","2643483","","3868","20220105090853"
"635","ミン・ルイス","2644014","","13667","20211113131602"
"636","中村佳代子","2648316","","4144","20220306202003"
"637","中村方子","2650936","","1350","20200325010453"
"638","竹中恵美子","2657463","","4665","20210504140050"
"639","ローザ・スミス＝アイゲンマン","2660390","","2862","20180913041311"
"640","土肥美智子","2660793","","5433","20220604054616"
"641","神尾暢子","2664279","","2642","20220417014155"
"642","青木みか","2664668","","2214","20210804033228"
"643","中野信子","2664694","","11083","20220526151405"
"644","貴戸理恵","2666636","","2411","20220303092310"
"645","吉澤夏子","2676040","","1981","20220615161836"
"646","マリー＝アンヌ・リベール","2676856","","5073","20210425202106"
"647","桑原知子","2684484","","3388","20220525232158"
"648","滝口俊子","2684553","","4408","20220323115427"
"649","小沢牧子","2686684","","6828","20220609143240"
"650","やまだようこ","2686850","","6775","20220621233615"
"651","シルビア・クロー","2689597","","13660","20220510115104"
"652","内藤いづみ","2691724","","2806","20220214025102"
"653","ステファニー・グリフィス＝ジョーンズ","2692290","","9112","20210910075508"
"654","リリアン・ギブズ","2694849","","2119","20210507061131"
"655","飯島伸子","2698862","","5610","20220303085353"
"656","テクラ・レスヴォール","2700047","","4081","20210425201915"
"657","ナンシー・チョドロウ","2703548","","6920","20220418105622"
"658","村上益子","2705397","","1639","20220214040506"
"659","石田敏子","2705656","","2627","20220102063843"
"660","兼田麗子","2707798","","3947","20220303091602"
"661","マチルダ・スミス","2714222","","4388","20211206054710"
"662","上川内あづさ","2716984","","3887","20220614080442"
"663","マーシャ・リネハン","2718373","","8997","20180920034229"
"664","ヒルデ・ブルック","2718471","","22751","20220111034631"
"665","豊田真由子","2725756","","34942","20220518070801"
"666","ライザ・ダルビー","2731686","","1549","20210303141533"
"667","信田さよ子","2734138","","19524","20220529035030"
"668","夏苅郁子","2738484","","2885","20220110042503"
"669","近藤潤子","2753867","","3802","20211026031718"
"670","矢島道子","2756115","","1098","20210221075121"
"671","能村堆子","2756369","","3147","20211223033616"
"672","シルヴィア・ネイサー","2757774","","9381","20220424193601"
"673","高尾長良","2760220","","2629","20220110033342"
"674","肥山詠美子","2771951","","4092","20220501021723"
"675","メアリー・エインスワース","2775874","","10704","20211126103512"
"676","丸田佳奈","2782783","","8472","20220110040433"
"677","ヘレン・ソーヤー・ホッグ","2786460","","4664","20211022090420"
"678","岩野祥子","2786557","","15470","20220116071001"
"679","メアリー・ラスバン","2793529","","2895","20210530172203"
"680","カトリーヌ・マラブー","2803710","","5121","20211017133930"
"681","伊澤雅子","2817439","","8887","20211203210044"
"682","坂口ふみ","2820049","","1994","20220615090538"
"683","薬師寺道代","2822245","","13333","20220524003020"
"684","谷本歩実","2823044","","34822","20210531115852"
"685","宋美玄","2827450","","14089","20220420170125"
"686","漆原和子","2828927","","3206","20220130230531"
"687","内藤初枝","2836415","","17663","20220403082731"
"688","井上尚美_(教育学者)","2839036","","5682","20220622210558"
"689","林玲子","2840405","","2765","20211016144119"
"690","漁田俊子","2841745","","12746","20220326134054"
"691","海野けい子_(薬学者)","2844966","","15272","20210307000837"
"692","小野清美_(看護学者)","2847577","","1908","20180914065130"
"693","稲葉佳江","2854779","","1790","20211021134359"
"694","フリーダ・フロム＝ライヒマン","2858460","","2981","20210805200158"
"695","萩原タケ","2859806","","6735","20220308113741"
"696","戸村よしを","2859942","","3269","20200528023049"
"697","ミレヴァ・マリッチ","2867457","","28448","20210426124107"
"698","宮瑾","2869423","","1819","20211212124122"
"699","向井苑生","2870711","","2837","20220419055112"
"700","リュス・イリガライ","2871530","","10541","20200323093334"
"701","辰野千寿","2875980","","6930","20210730004001"
"702","中山時子","2884603","","3682","20211031051813"
"703","メアリー・アグネス・チェース","2885226","","5244","20211220114201"
"704","鈴木雅子_(栄養学者)","2888376","","2775","20220301200500"
"705","小島幸枝","2899085","","3383","20220131223805"
"706","宮田加久子","2903974","","2860","20220406163439"
"707","竹村しづき","2904693","","997","20210211115220"
"708","苧阪満里子","2904972","","1773","20210804042127"
"709","澁谷道","2911763","","4337","20220329013431"
"710","有馬道子","2916349","","2584","20220511083345"
"711","プリシラ・スーザン・ビューリー","2916449","","2244","20220203021621"
"712","池田由子","2918679","","3987","20201111115810"
"713","小保方晴子","2921416","","93820","20220609141046"
"714","ライムドータ・ストラウユマ","2926064","","5331","20220516152030"
"715","上野加代子","2926135","","2315","20220615002125"
"716","ドロシー・ギャロッド","2929436","","10685","20210724065529"
"717","黒川由紀子","2930161","","4368","20220623142409"
"718","嘉数悠子","2930599","","5124","20220207001717"
"719","伊藤セツ","2933770","","3883","20211006030825"
"720","天野寛子","2934939","","2586","20211006030609"
"721","田邊優貴子","2939341","","13528","20220321125331"
"722","日比谷潤子","2941363","","3770","20220319154133"
"723","村松泰子","2942084","","2824","20220510105454"
"724","直井道子","2942558","","2459","20220303113719"
"725","木村紀子","2943753","","1426","20210116021221"
"726","中川正美","2944627","","1735","20200917024818"
"727","団まりな","2951149","","2823","20220221070646"
"728","三瓶孝子","2951656","","2168","20210509192926"
"729","田中久美子_(情報工学者)","2952819","","3291","20220609065255"
"730","ドリーン・マッシー_(地理学者)","2954026","","14891","20210724082832"
"731","室伏きみ子","2954048","","4930","20220322225110"
"732","長野ひろ子","2956220","","2737","20220601011208"
"733","一二三朋子","2960026","","2316","20210605212509"
"734","舩橋惠子","2966544","","2208","20220510111804"
"735","小杉礼子","2966548","","2863","20210912212837"
"736","御船美智子","2966570","","2897","20220615080106"
"737","善積京子","2967676","","2493","20220615001850"
"738","小林多寿子","2971530","","3072","20220303092925"
"739","妙木忍","2973388","","2151","20220303123332"
"740","サラ・ドレーク","2977605","","3168","20220125230624"
"741","野口晴子","2980489","","4754","20220522031438"
"742","藤垣裕子","2982294","","3186","20220303120042"
"743","松田美佐","2983147","","2657","20220303122453"
"744","鈴木由加里","2986183","","1090","20220131035027"
"745","キャスリーン・メアリー・ドリュー＝ベーカー","2989219","","5589","20220319115612"
"746","小野寺敦子","2990870","","1806","20201103081320"
"747","メアリー・ヴォー・ウォルコット","2992990","","4088","20211206053658"
"748","ステラ・ロス＝クレイグ","2998254","","4336","20220330162305"
"749","マナヘル・ターベット","3000670","","13184","20211106142857"
"750","岡田紀子","3004202","","1812","20200614001945"
"751","川道美枝子","3004777","","9291","20200209084746"
"752","谷本奈穂","3008342","","1695","20220614041207"
"753","高石恭子","3013605","","2349","20220623141651"
"754","岩田正美","3018537","","3887","20220623131643"
"755","鳥居啓子","3021461","","16446","20220608043648"
"756","田坂さつき","3029176","","2792","20210918122406"
"757","マリー・ストープス","3032992","","7576","20220126171637"
"758","ヴェラ・チャールズ","3036608","","3157","20180913031529"
"759","坂下玲子","3036897","","6598","20220322122527"
"760","ポーリン・ケント","3038299","","2330","20220303121701"
"761","フローラ・ウォンボー＝パターソン","3038348","","3091","20210316221949"
"762","阿部明子","3038719","","3836","20220301200540"
"763","マリアム・ミルザハニ","3039955","","14706","20220608110921"
"764","椿まゆみ","3046799","","1639","20200917025322"
"765","友田明美","3048110","","2284","20191226103555"
"766","高橋淑子","3052514","","917","20220501021340"
"767","ステファニー・クオレク","3054157","","24171","20211126202913"
"768","古川文子","3060303","","13522","20210320003730"
"769","エリザベス・ガートルード・ブリトン","3067788","","4316","20220224083205"
"770","池本美香","3074014","","1812","20220508014627"
"771","遠藤環","3074188","","4526","20210120151239"
"772","等々力いく","3075293","","1778","20200528022804"
"773","ケリー・マクゴニガル","3075438","","14498","20200814230214"
"774","マチルダ・カレン・ノウルズ","3078709","","3309","20211211102908"
"775","アニー・ローレン・スミス","3078965","","4489","20211127212323"
"776","マイブリット・モーセル","3080338","","4103","20210930235622"
"777","エリザベス・ウォーレン","3085030","","88744","20220531185721"
"778","カーメン・ラインハート","3090509","","14054","20220607150646"
"779","鈴木美希","3093374","","11652","20220404033347"
"780","山崎真理子","3093635","","12011","20211104103640"
"781","アンナ・ヴェーバー＝ファン・ボッセ","3103442","","3390","20220118112051"
"782","内田英子","3103889","","1660","20210604200720"
"783","大橋廣","3107245","","2031","20210524123112"
"784","竹内茂代","3109394","","2211","20220110032045"
"785","水谷信子","3109790","","3692","20210605212152"
"786","檜垣祐子","3110957","","2206","20220311052132"
"787","木下安子","3114356","","3361","20180914071708"
"788","中村悦子_(児童文学研究者)","3115527","","2054","20210602070537"
"789","鎌田とし子","3115913","","3087","20220510112319"
"790","ディオティマ","3117363","","7586","20220429183712"
"791","ジェーン・コールデン","3118642","","3805","20210504035818"
"792","新井紀子","3119199","","15484","20220609193354"
"793","米山明日香","3119573","","2614","20201007141106"
"794","古藤友子","3125083","","1925","20220206071832"
"795","待井和江","3126392","","4101","20220319140413"
"796","マリー・ハース","3126885","","10294","20211031053439"
"797","関口由紀_(医師)","3127457","","48314","20220312093016"
"798","大田直子","3129391","","2455","20200917050755"
"799","エレーヌ・シクスー","3130658","","17967","20220301140841"
"800","フランセス・テオドラ・パーソンズ","3132487","","3701","20220506181051"
"801","エミー・クラインバーガー＝ノーベル","3132500","","4775","20210812143445"
"802","リディア・ラビノヴィッチ＝ケンプナー","3133453","","3865","20180926042648"
"803","フランソワ・エリンク","3134789","","3020","20220213232231"
"804","吉村順子","3135217","","2034","20220423070833"
"805","上野智子","3136658","","2515","20220505205414"
"806","小林公子","3136817","","16294","20220608082526"
"807","ジョーン・クラーク","3139074","","14167","20220319064132"
"808","岸田知子","3149649","","1602","20211112225519"
"809","八木三日女","3149868","","2601","20220110034609"
"810","クリスチーナ・アメージャン","3151741","","10453","20220607155940"
"811","三宅なほみ","3152310","","4468","20201227151421"
"812","フローレンス・ウールウォード","3152480","","4110","20220125230318"
"813","玉井美知子","3152823","","3749","20220615173001"
"814","星薫","3186949","","3142","20220324112924"
"815","田中未来","3187054","","4013","20220319134555"
"816","森永康子","3187617","","3022","20220620234315"
"817","青木紀久代","3188083","","6378","20220621151329"
"818","井上孝代","3188386","","4851","20220613135004"
"819","石原静子","3188652","","3211","20210204182911"
"820","土肥伊都子","3188713","","2165","20220317133102"
"821","横湯園子","3190285","","3624","20220614193406"
"822","深谷和子","3192804","","3401","20220621001438"
"823","城ヶ端初子","3193463","","4057","20220620231404"
"824","佐藤尚子","3193564","","2614","20220618213630"
"825","近藤直子_(教育学者)","3196849","","3243","20190717122655"
"826","ハンナ・シーガル","3197652","","1060","20170926083305"
"827","白石恵理子","3198850","","2955","20220605022039"
"828","川端晶子","3202383","","5297","20210204215155"
"829","エレノア・ジョーデン","3202711","","3593","20210604202705"
"830","リンダ・ユー","3202754","","5625","20201015005537"
"831","クリスティーネ・ヨハンナ・バイスマン","3208647","","2873","20211204060843"
"832","ヨハンナ・ヴェシュタディーク","3209104","","3721","20211204065211"
"833","上田明子","3210390","","2115","20200529112319"
"834","アルミラ・ハート・リンカーン・フェリプス","3213743","","3726","20210504034312"
"835","金田利子","3215807","","3430","20220616212228"
"836","杉藤美代子","3217447","","5952","20200917022221"
"837","冨原眞弓","3218381","","5921","20210222204936"
"838","田中ゆかり_(言語学者)","3219040","","3111","20210220171930"
"839","海原純子","3219515","","8305","20220603060148"
"840","ソフィー・D・コウ","3219726","","2618","20210927184600"
"841","平野かよ子","3220137","","6605","20210402163456"
"842","辻村みちよ","3222267","","14600","20220403022140"
"843","唐沢かおり","3223245","","4233","20211011040241"
"844","宮地充子","3227954","","5154","20220414090548"
"845","川村優希","3232695","","7659","20220603060627"
"846","岡本歌子","3233324","","9134","20200724065006"
"847","アンナ・ブラックバーン","3237009","","4826","20220415202829"
"848","ポリーナ・ツェレブソーバ","3239954","","3946","20220316070211"
"849","澤田愛子","3240388","","13388","20220610052701"
"850","冨田ふさ","3242572","","2450","20220110034235"
"851","坂東昌子","3243492","","8106","20220614103959"
"852","胡秀英","3244064","","3956","20210625142909"
"853","上延麻耶","3251076","","3878","20210320015842"
"854","安田雪","3251337","","3369","20220517070751"
"855","エミーリエ・スネトラーゲ","3253029","","3246","20210206034910"
"856","坂元ひろ子","3256117","","5628","20220618221548"
"857","佐藤悦子_(心理学者)","3258208","","3283","20170724130324"
"858","アグネス・アーバー","3265164","","5746","20220125230124"
"859","高柳和江","3266569","","9589","20220129230707"
"860","川島みどり","3274471","","8641","20201205035403"
"861","ラエル・ブレイナード","3275357","","3163","20210208131745"
"862","アリシア・ルルテ","3275709","","3760","20210425202000"
"863","木原志乃","3276402","","2195","20220513090109"
"864","望月登志子","3280923","","29669","20220622050936"
"865","ヘレン・M・ダンカン","3289641","","6844","20220507201642"
"866","屠呦呦","3293073","","19517","20211107071631"
"867","谷川多佳子","3299160","","3622","20220505103433"
"868","関口礼子","3299326","","2775","20220615130242"
"869","ウィニフレッド・ペニントン","3301910","","4062","20220416173703"
"870","クララ・ハッセ","3302267","","2258","20220619202510"
"871","乾死乃生","3305986","","7864","20210123211638"
"872","花田ミキ","3307102","","33830","20211021200132"
"873","高木慶子","3309730","","4246","20220617203041"
"874","アイリーン・マントン","3312541","","10080","20220125230808"
"875","岩本麻奈","3313042","","6437","20220322091944"
"876","アルジャントゥイユのエロイーズ","3314216","","22582","20210811161432"
"877","フラウケ・ペトリー","3315892","","33167","20220608084302"
"878","オルガ・フェドチェンコ","3317949","","3329","20210710022057"
"879","クララ・イートン・カミングス","3318502","","4115","20210820152052"
"880","原口鶴子","3318636","","8388","20220518140329"
"881","エディス・クレメンツ","3319667","","6354","20211024091433"
"882","エリナー・フランシス・ヴァレンティン","3321743","","5254","20211206052719"
"883","山岸明子","3322182","","1718","20220619175040"
"884","アガーテ・ファン・ベーフェルウェイク","3323231","","2944","20220413170841"
"885","ベルテ・ホーラ・ファン・ノーテン","3326246","","3376","20211206051833"
"886","石井菜穂子","3327826","","3706","20220615024752"
"887","西岡久美子","3328127","","1677","20200214051804"
"888","アリス・フェーバー・トライオン","3333134","","3696","20180913031748"
"889","永倉みゆき","3334378","","10150","20210819211041"
"890","ネリー・A・ブラウン","3338270","","5265","20220617055402"
"891","ミルドレッド・アダムス・フェントン","3338321","","3881","20180913041447"
"892","バルバラ・カッサン","3339465","","21099","20210918131539"
"893","中村格子","3339933","","18624","20211231062654"
"894","ジャンティナ・タメス","3341973","","3821","20220425173951"
"895","ジェニファー・ダウドナ","3345835","","11077","20220309003605"
"896","エマニュエル・シャルパンティエ","3345836","","15366","20220511035523"
"897","尚弘子","3350807","","5118","20220309233712"
"898","江谷典子","3356839","","3400","20220126085922"
"899","近藤安月子","3357556","","2185","20200917021857"
"900","マーガレット・ハミルトン_(科学者)","3358249","","20061","20220509171134"
"901","メアリー・サマヴィル","3359836","","27579","20220511171003"
"902","西村玲","3360097","","15458","20220621233950"
"903","アメリー・ローティ","3364314","","10138","20201204123253"
"904","アンナ＝テレサ・ティミエニエツカ","3367095","","17103","20180827215806"
"905","樫村愛子","3370411","","5478","20220218021545"
"906","石黒ひで","3374207","","18758","20220214040937"
"907","永田えり子","3375581","","1705","20220320124509"
"908","アレンカ・ジュパンチッチ","3376335","","5411","20210827051041"
"909","脇坂英理子","3378624","","9701","20220610145132"
"910","瀬古美喜","3380845","","7545","20220511221451"
"911","牛山恵","3384340","","2188","20220615170816"
"912","アリス・リッチ・ノースロップ","3385535","","3143","20210303134419"
"913","三浦佳世_(心理学者)","3388086","","3141","20210208072726"
"914","上山あゆみ","3389097","","1958","20220620224813"
"915","ジュディス・ロディン","3393043","","1533","20180703050310"
"916","A・グレイス・クック","3399378","","5629","20220309130139"
"917","ジャネット・アブー＝ルゴド","3401179","","9233","20220601114542"
"918","丹羽雅子","3403996","","4217","20220520222838"
"919","佐藤たまき","3409279","","5104","20220619015843"
"920","アリソン・ジョリー","3409584","","3867","20210810083005"
"921","フィアメッタ・ウィルソン","3417247","","7712","20220309130733"
"922","マーガレット・リンジー・ハギンズ","3418977","","10349","20220309130813"
"923","アンジェラ・デイヴィス","3424802","","32039","20220116101912"
"924","ソル・フアナ＝イネス・デ・ラ・クルス","3429702","","3221","20210417024340"
"925","松尾欣枝","3430279","","1465","20200102000929"
"926","フィービ・スネツィンジャー","3433165","","7591","20200215031244"
"927","阿部彩","3433405","","2859","20220401171644"
"928","山本杉","3434196","","5259","20220406003728"
"929","ヒルデ・マンゴルト","3434371","","8851","20220207123459"
"930","大城和恵","3435478","","14307","20211117070621"
"931","ジェーン・ルードン","3437673","","6285","20220203021241"
"932","森千香子","3438552","","4662","20220303120731"
"933","ヨセフィーナ・カブリーコヴァー","3448422","","2248","20220207120532"
"934","山愛美","3449331","","2840","20201227152538"
"935","伊藤良子_(心理学者)","3449363","","2467","20191130134052"
"936","谷口一美","3451820","","2161","20200917024525"
"937","アレクサンドリアのアエデシア","3452127","","1354","20220122221518"
"938","自見英子","3452203","","26809","20220622112720"
"939","村本邦子","3453580","","4569","20220605015145"
"940","長友朋子","3458471","","10682","20220203231308"
"941","村中璃子","3459384","","39341","20220529180247"
"942","長尾克子","3459842","","2248","20220304125509"
"943","ジル・スタイン","3472805","","13367","20220407015242"
"944","吉田有里_(経済学者)","3476868","","2275","20220310005521"
"945","副島里美","3499904","","8513","20210305161348"
"946","ポーリーヌ・ディ・ポン","3500560","","1707","20210425213732"
"947","メアリー・キャサリン・ベイトソン","3502342","","10486","20210303140259"
"948","葉玉如","3503889","","4592","20210821111716"
"949","大隅萬里子","3506815","","16861","20220417123243"
"950","竹内幸江","3509965","","4286","20200817091157"
"951","スーザン・ノーレン・ホークセマ","3514939","","4186","20220224222359"
"952","大貫恵美子","3520365","","4030","20220617060052"
"953","エステル・デュフロ","3523487","","6581","20220320184712"
"954","エフゲニア・ポベディモーヴァ","3525323","","2910","20210523204810"
"955","杉山明子_(社会学者)","3527889","","15362","20220303112403"
"956","アンナ・ラッセル_(植物学者)","3528920","","3934","20200202104342"
"957","後藤ひとみ","3533328","","3787","20200917052202"
"958","武田公子","3534696","","855","20220304125111"
"959","エディス・レベッカ・ソーンダース","3537412","","3218","20220125230516"
"960","宮本悦子_(分子生物学者)","3538189","","2334","20211222121007"
"961","マリア・グーゲルベルク・フォン・モース","3539131","","3097","20211206064754"
"962","直野章子","3542822","","6871","20220513065954"
"963","アミーナ・グリブ＝ファキム","3545673","","8675","20220318214111"
"964","マーガレット・デイホフ","3551570","","3659","20220207084455"
"965","繁野麻衣子","3556014","","1856","20200622172543"
"966","リリー・ニュートン","3556049","","4515","20211124134443"
"967","中島菫","3560606","","2605","20220615001203"
"968","グリエルマ・リスター","3565352","","10661","20200202103211"
"969","武井たつ子","3565955","","3347","20210517025137"
"970","マリア・アンジャルス・カルドナ","3568692","","4986","20210917013006"
"971","嵯峨景子","3571500","","3498","20220303093053"
"972","佐野直子","3577086","","2910","20210910104302"
"973","笠耐","3577795","","3119","20220615124057"
"974","マーガレット・クレイ・ファーガソン","3578548","","2751","20210504044046"
"975","グラズィエラ・マシエル・バホーゾ","3579660","","2450","20210425213006"
"976","アリシア・アマースト","3580260","","7085","20220214014759"
"977","エレノア・メアリー・リード","3581346","","4720","20211124131244"
"978","細井洋子","3581504","","3212","20220618220630"
"979","ハンナ・レスヴォール＝ホルムセン","3586142","","3982","20210425201810"
"980","青木和惠","3592917","","15783","20211121142028"
"981","中村英代","3593619","","3728","20220406162945"
"982","水野かほる","3600876","","15410","20220408000815"
"983","岸智子","3603851","","2038","20220304030555"
"984","松岡朝","3604189","","53843","20210926112026"
"985","アリス・コーバー","3604306","","9074","20210503235645"
"986","杉田菜穂","3604970","","3342","20220621134248"
"987","マルガリータ・サラス","3607697","","6676","20211108163434"
"988","佐藤文香_(社会学者)","3608879","","2676","20220303093256"
"989","大石亜希子","3610855","","2563","20200806133327"
"990","タチアナ・プロスクリアコフ","3612722","","8099","20210616174426"
"991","高橋ふみ","3613426","","5593","20201208135345"
"992","浅井真理子","3614359","","6236","20220428072433"
"993","藤本昌代","3617202","","5471","20220403233539"
"994","古川柳子","3619444","","2520","20220303120932"
"995","ジョイス・マーカス","3620515","","5140","20210501031550"
"996","フィリッパ・マラック","3621315","","4155","20220201124408"
"997","ルース・パトリック","3621950","","5582","20211001010319"
"998","マーサ・J・マクリ","3623388","","3427","20190203075039"
"999","長谷部葉子","3624166","","2093","20210111071614"
"1000","ジョセフィーン・エリザベス・ティルデン","3624779","","5840","20210530173619"
"1001","佐伯輝子","3629761","","40681","20220123224301"
"1002","ナンシー・リンチ","3634563","","4341","20210407152631"
"1003","北島智子","3636391","","6523","20220110030400"
"1004","佐々波楊子","3637893","","4054","20220617213052"
"1005","黒田祥子","3638310","","2265","20220304030510"
"1006","岩上妙子","3645415","","3015","20220307021545"
"1007","スーザン・グリーンフィールド","3647873","","8025","20171217145444"
"1008","加賀美常美代","3650769","","2346","20220303090519"
"1009","仲田洋美","3665120","","4401","20220110042354"
"1010","ソフィア・ジェクス＝ブレーク","3672251","","9238","20211121011448"
"1011","キュレネのプトレマイス","3674252","","8958","20220123234052"
"1012","マドレーヌ・ポーリアック","3674768","","4282","20220111054649"
"1013","河野銀子","3681775","","2208","20200917052001"
"1014","八木絵香","3681971","","4871","20210429124023"
"1015","国広陽子","3683879","","2136","20220303092725"
"1016","川俣純子","3693536","","4558","20220110040004"
"1017","国光文乃","3694819","","17722","20220527061645"
"1018","王貞儀","3695564","","6049","20220205190018"
